13.062 13.062    # From ESO web site (Bohlin source) 1
   4134.78    12.616 1
   4137.53    12.607 1
   4140.28    12.603 1
   4143.03    12.602 1
   4145.78    12.593 1
   4148.53    12.586 1
   4151.28    12.579 1
   4154.03    12.576 1
   4156.78    12.576 1
   4159.53    12.576 1
   4162.28    12.571 1
   4165.03    12.562 1
   4167.78    12.563 1
   4170.53    12.558 1
   4173.28    12.557 1
   4176.03    12.556 1
   4178.78    12.562 1
   4181.53    12.563 1
   4184.28    12.558 1
   4187.03    12.554 1
   4189.78    12.556 1
   4192.53    12.559 1
   4195.28    12.560 1
   4198.03    12.562 1
   4200.78    12.562 1
   4203.53    12.558 1
   4206.27    12.560 1
   4209.02    12.564 1
   4211.77    12.563 1
   4214.52    12.565 1
   4217.27    12.566 1
   4220.02    12.569 1
   4222.77    12.573 1
   4225.52    12.571 1
   4228.27    12.570 1
   4231.02    12.571 1
   4233.77    12.575 1
   4236.52    12.580 1
   4239.27    12.578 1
   4242.02    12.574 1
   4244.77    12.574 1
   4247.52    12.581 1
   4250.27    12.589 1
   4253.02    12.594 1
   4255.77    12.596 1
   4258.52    12.596 1
   4261.27    12.589 1
   4264.02    12.590 1
   4266.77    12.595 1
   4269.52    12.595 1
   4272.27    12.600 1
   4275.02    12.608 1
   4277.77    12.610 1
   4280.51    12.615 1
   4283.26    12.619 1
   4286.01    12.628 1
   4288.76    12.634 1
   4291.51    12.636 1
   4294.26    12.642 1
   4297.01    12.652 1
   4299.76    12.660 1
   4302.51    12.666 1
   4305.26    12.680 1
   4308.01    12.694 1
   4310.76    12.707 1
   4313.51    12.726 1
   4316.26    12.740 1
   4319.01    12.760 1
   4321.76    12.786 1
   4324.50    12.807 1
   4327.25    12.840 1
   4330.00    12.883 1
   4332.75    12.921 1
   4335.50    12.962 1
   4338.25    13.011 1
   4341.00    13.051 1
   4343.75    13.032 1
   4346.50    12.992 1
   4349.25    12.945 1
   4352.00    12.906 1
   4354.75    12.871 1
   4357.50    12.838 1
   4360.25    12.817 1
   4363.00    12.792 1
   4365.75    12.766 1
   4368.49    12.751 1
   4371.24    12.744 1
   4373.99    12.729 1
   4376.74    12.722 1
   4379.49    12.710 1
   4382.24    12.705 1
   4384.99    12.696 1
   4387.74    12.689 1
   4390.49    12.674 1
   4393.24    12.679 1
   4395.99    12.675 1
   4398.74    12.674 1
   4401.48    12.666 1
   4404.23    12.667 1
   4406.98    12.659 1
   4409.73    12.661 1
   4412.48    12.657 1
   4415.23    12.650 1
   4417.98    12.655 1
   4420.73    12.658 1
   4423.48    12.658 1
   4426.23    12.655 1
   4428.98    12.651 1
   4431.73    12.658 1
   4434.47    12.656 1
   4437.22    12.665 1
   4439.97    12.663 1
   4442.72    12.657 1
   4445.47    12.654 1
   4448.22    12.649 1
   4450.97    12.652 1
   4453.72    12.653 1
   4456.47    12.659 1
   4459.21    12.660 1
   4461.96    12.659 1
   4464.71    12.661 1
   4467.46    12.663 1
   4470.21    12.668 1
   4472.96    12.663 1
   4475.71    12.663 1
   4478.46    12.666 1
   4481.21    12.671 1
   4483.96    12.671 1
   4486.70    12.673 1
   4489.45    12.668 1
   4492.20    12.665 1
   4494.95    12.666 1
   4497.70    12.672 1
   4500.45    12.672 1
   4503.20    12.675 1
   4505.95    12.677 1
   4508.69    12.682 1
   4511.44    12.679 1
   4514.19    12.681 1
   4516.94    12.673 1
   4519.69    12.672 1
   4522.44    12.670 1
   4525.19    12.678 1
   4527.94    12.677 1
   4530.68    12.684 1
   4533.43    12.682 1
   4536.18    12.684 1
   4538.93    12.683 1
   4541.68    12.684 1
   4544.43    12.690 1
   4547.18    12.697 1
   4549.92    12.697 1
   4552.67    12.695 1
   4555.42    12.696 1
   4558.17    12.689 1
   4560.92    12.698 1
   4563.67    12.696 1
   4566.42    12.695 1
   4569.16    12.701 1
   4571.91    12.698 1
   4574.66    12.699 1
   4577.41    12.701 1
   4580.16    12.701 1
   4582.91    12.702 1
   4585.65    12.706 1
   4588.40    12.705 1
   4591.15    12.705 1
   4593.90    12.710 1
   4596.65    12.707 1
   4599.40    12.708 1
   4602.15    12.712 1
   4604.89    12.713 1
   4607.64    12.714 1
   4610.39    12.724 1
   4613.14    12.728 1
   4615.89    12.725 1
   4618.63    12.718 1
   4621.38    12.712 1
   4624.13    12.719 1
   4626.88    12.720 1
   4629.63    12.723 1
   4632.38    12.726 1
   4635.12    12.722 1
   4637.87    12.724 1
   4640.62    12.723 1
   4643.37    12.723 1
   4646.12    12.729 1
   4648.86    12.730 1
   4651.61    12.727 1
   4654.36    12.736 1
   4657.11    12.736 1
   4659.86    12.742 1
   4662.60    12.744 1
   4665.35    12.740 1
   4668.10    12.748 1
   4670.85    12.742 1
   4673.60    12.748 1
   4676.34    12.743 1
   4679.09    12.747 1
   4681.84    12.750 1
   4684.59    12.744 1
   4687.33    12.744 1
   4690.08    12.746 1
   4692.83    12.754 1
   4695.58    12.757 1
   4698.33    12.755 1
   4701.08    12.751 1
   4703.82    12.756 1
   4706.57    12.760 1
   4709.32    12.766 1
   4712.06    12.759 1
   4714.81    12.756 1
   4717.56    12.759 1
   4720.31    12.768 1
   4723.06    12.771 1
   4725.80    12.771 1
   4728.55    12.769 1
   4731.30    12.770 1
   4734.05    12.771 1
   4736.79    12.769 1
   4739.54    12.770 1
   4742.29    12.775 1
   4745.04    12.778 1
   4747.78    12.779 1
   4750.53    12.777 1
   4753.28    12.780 1
   4756.03    12.784 1
   4758.77    12.789 1
   4761.52    12.790 1
   4764.27    12.785 1
   4767.02    12.793 1
   4769.76    12.792 1
   4772.51    12.797 1
   4775.26    12.813 1
   4778.01    12.810 1
   4780.75    12.806 1
   4783.50    12.812 1
   4786.25    12.811 1
   4789.00    12.810 1
   4791.74    12.818 1
   4794.49    12.819 1
   4797.24    12.830 1
   4799.98    12.835 1
   4802.73    12.833 1
   4805.48    12.846 1
   4808.23    12.849 1
   4810.97    12.851 1
   4813.72    12.856 1
   4816.47    12.860 1
   4819.21    12.864 1
   4821.96    12.872 1
   4824.71    12.880 1
   4827.45    12.893 1
   4830.20    12.903 1
   4832.95    12.914 1
   4835.69    12.932 1
   4838.44    12.949 1
   4841.19    12.969 1
   4843.94    12.994 1
   4846.68    13.014 1
   4849.43    13.046 1
   4852.18    13.088 1
   4854.92    13.128 1
   4857.67    13.172 1
   4860.42    13.213 1
   4863.16    13.232 1
   4865.91    13.199 1
   4868.66    13.161 1
   4871.40    13.120 1
   4874.15    13.088 1
   4876.90    13.053 1
   4879.64    13.028 1
   4882.39    13.001 1
   4885.14    12.984 1
   4887.88    12.967 1
   4890.63    12.949 1
   4893.38    12.936 1
   4896.12    12.926 1
   4898.87    12.919 1
   4901.62    12.909 1
   4904.36    12.899 1
   4907.11    12.896 1
   4909.85    12.891 1
   4912.60    12.889 1
   4915.35    12.884 1
   4918.09    12.880 1
   4920.84    12.872 1
   4923.58    12.875 1
   4926.33    12.876 1
   4929.08    12.868 1
   4931.82    12.874 1
   4934.57    12.875 1
   4937.32    12.869 1
   4940.06    12.865 1
   4942.81    12.865 1
   4945.56    12.864 1
   4948.30    12.862 1
   4951.05    12.864 1
   4953.79    12.862 1
   4956.54    12.861 1
   4959.29    12.866 1
   4962.03    12.869 1
   4964.78    12.867 1
   4967.52    12.864 1
   4970.27    12.863 1
   4973.02    12.860 1
   4975.76    12.867 1
   4978.51    12.868 1
   4981.25    12.871 1
   4984.00    12.869 1
   4986.74    12.869 1
   4989.49    12.869 1
   4992.23    12.870 1
   4994.98    12.874 1
   4997.73    12.873 1
   5000.47    12.866 1
   5003.22    12.869 1
   5005.96    12.871 1
   5008.71    12.873 1
   5011.46    12.874 1
   5014.20    12.879 1
   5016.95    12.879 1
   5019.69    12.872 1
   5022.44    12.873 1
   5025.18    12.882 1
   5027.93    12.881 1
   5030.67    12.882 1
   5033.42    12.879 1
   5036.16    12.877 1
   5038.91    12.882 1
   5041.65    12.882 1
   5044.40    12.889 1
   5047.15    12.895 1
   5049.89    12.888 1
   5052.63    12.885 1
   5055.38    12.890 1
   5058.12    12.895 1
   5060.87    12.892 1
   5063.62    12.895 1
   5066.36    12.894 1
   5069.11    12.893 1
   5071.85    12.888 1
   5074.60    12.894 1
   5077.34    12.893 1
   5080.08    12.892 1
   5082.83    12.903 1
   5085.58    12.907 1
   5088.32    12.907 1
   5091.06    12.907 1
   5093.81    12.898 1
   5096.56    12.900 1
   5099.30    12.904 1
   5102.04    12.913 1
   5104.79    12.914 1
   5107.53    12.908 1
   5110.28    12.903 1
   5113.02    12.902 1
   5115.77    12.912 1
   5118.51    12.912 1
   5121.26    12.916 1
   5124.00    12.911 1
   5126.75    12.909 1
   5129.49    12.911 1
   5132.23    12.916 1
   5134.98    12.915 1
   5137.72    12.915 1
   5140.47    12.917 1
   5143.21    12.921 1
   5145.96    12.922 1
   5148.70    12.926 1
   5151.44    12.920 1
   5154.19    12.918 1
   5156.93    12.926 1
   5159.68    12.925 1
   5162.42    12.926 1
   5165.17    12.938 1
   5167.91    12.939 1
   5170.65    12.931 1
   5173.40    12.928 1
   5176.14    12.929 1
   5178.89    12.927 1
   5181.63    12.932 1
   5184.38    12.940 1
   5187.12    12.941 1
   5189.86    12.940 1
   5192.61    12.937 1
   5195.35    12.943 1
   5198.09    12.934 1
   5200.84    12.941 1
   5203.58    12.940 1
   5206.33    12.939 1
   5209.07    12.942 1
   5211.81    12.945 1
   5214.56    12.942 1
   5217.30    12.941 1
   5220.04    12.950 1
   5222.79    12.958 1
   5225.53    12.949 1
   5228.27    12.952 1
   5231.02    12.959 1
   5233.76    12.955 1
   5236.50    12.947 1
   5239.25    12.953 1
   5241.99    12.963 1
   5244.73    12.961 1
   5247.48    12.958 1
   5250.22    12.957 1
   5252.96    12.962 1
   5255.71    12.964 1
   5258.45    12.965 1
   5261.19    12.965 1
   5263.94    12.966 1
   5266.68    12.966 1
   5269.42    12.964 1
   5272.17    12.963 1
   5274.91    12.966 1
   5277.65    12.973 1
   5280.40    12.975 1
   5283.14    12.979 1
   5285.88    12.972 1
   5288.62    12.970 1
   5291.37    12.971 1
   5294.11    12.973 1
   5296.85    12.986 1
   5299.60    12.978 1
   5302.34    12.971 1
   5305.08    12.974 1
   5307.82    12.979 1
   5310.57    12.986 1
   5313.31    12.978 1
   5316.05    12.981 1
   5318.79    12.983 1
   5321.54    12.990 1
   5324.28    12.988 1
   5327.02    12.991 1
   5329.76    12.990 1
   5332.51    12.992 1
   5335.25    12.997 1
   5337.99    12.990 1
   5340.73    12.985 1
   5343.48    12.986 1
   5346.22    12.987 1
   5348.96    12.994 1
   5351.70    13.004 1
   5354.44    12.991 1
   5357.19    12.994 1
   5359.93    12.996 1
   5362.67    13.001 1
   5365.41    13.002 1
   5368.15    12.994 1
   5370.90    12.999 1
   5373.64    12.996 1
   5376.38    13.005 1
   5379.12    13.008 1
   5381.86    13.006 1
   5384.60    13.005 1
   5387.35    13.007 1
   5390.09    13.010 1
   5392.83    13.011 1
   5395.57    13.007 1
   5398.31    13.004 1
   5401.06    13.010 1
   5403.80    13.013 1
   5406.54    13.014 1
   5409.28    13.017 1
   5412.02    13.019 1
   5414.76    13.018 1
   5417.50    13.015 1
   5420.25    13.017 1
   5422.99    13.026 1
   5425.73    13.022 1
   5428.47    13.028 1
   5431.21    13.027 1
   5433.95    13.018 1
   5436.69    13.026 1
   5439.44    13.025 1
   5442.18    13.028 1
   5444.92    13.022 1
   5447.66    13.022 1
   5453.46    13.033 1
   5458.33    13.034 1
   5463.20    13.038 1
   5468.07    13.036 1
   5472.94    13.035 1
   5477.81    13.038 1
   5482.68    13.040 1
   5487.55    13.037 1
   5492.42    13.042 1
   5497.30    13.042 1
   5502.17    13.046 1
   5507.04    13.047 1
   5511.91    13.049 1
   5516.78    13.049 1
   5521.65    13.052 1
   5526.52    13.054 1
   5531.40    13.053 1
   5536.27    13.054 1
   5541.14    13.057 1
   5546.01    13.061 1
   5550.88    13.065 1
   5555.75    13.062 1
   5560.62    13.064 1
   5565.50    13.067 1
   5570.37    13.071 1
   5575.24    13.074 1
   5580.11    13.074 1
   5584.98    13.078 1
   5589.85    13.076 1
   5594.73    13.077 1
   5599.60    13.083 1
   5604.47    13.084 1
   5609.34    13.087 1
   5614.22    13.087 1
   5619.09    13.085 1
   5623.96    13.088 1
   5628.83    13.089 1
   5633.71    13.085 1
   5638.58    13.094 1
   5643.45    13.099 1
   5648.32    13.095 1
   5653.20    13.098 1
   5658.07    13.099 1
   5662.94    13.101 1
   5667.81    13.103 1
   5672.69    13.103 1
   5677.56    13.106 1
   5682.43    13.106 1
   5687.31    13.105 1
   5692.18    13.110 1
   5697.05    13.117 1
   5701.93    13.116 1
   5706.80    13.114 1
   5711.67    13.117 1
   5716.55    13.120 1
   5721.42    13.121 1
   5726.29    13.123 1
   5731.17    13.125 1
   5736.04    13.123 1
   5740.92    13.124 1
   5745.79    13.125 1
   5750.66    13.127 1
   5755.54    13.130 1
   5760.41    13.137 1
   5765.28    13.136 1
   5770.16    13.142 1
   5775.03    13.139 1
   5779.90    13.141 1
   5784.78    13.139 1
   5789.65    13.142 1
   5794.53    13.145 1
   5799.40    13.145 1
   5804.28    13.146 1
   5809.15    13.149 1
   5814.02    13.151 1
   5818.90    13.154 1
   5823.77    13.151 1
   5828.65    13.155 1
   5833.52    13.157 1
   5838.40    13.161 1
   5843.27    13.165 1
   5848.15    13.164 1
   5853.02    13.164 1
   5857.90    13.165 1
   5862.77    13.165 1
   5867.65    13.167 1
   5872.52    13.171 1
   5877.40    13.168 1
   5882.27    13.173 1
   5887.15    13.175 1
   5892.02    13.174 1
   5896.90    13.180 1
   5901.77    13.181 1
   5906.65    13.184 1
   5911.52    13.186 1
   5916.40    13.184 1
   5921.27    13.185 1
   5926.15    13.185 1
   5931.02    13.188 1
   5935.90    13.194 1
   5940.77    13.197 1
   5945.65    13.195 1
   5950.52    13.196 1
   5955.40    13.196 1
   5960.28    13.199 1
   5965.15    13.201 1
   5970.03    13.202 1
   5974.90    13.201 1
   5979.78    13.206 1
   5984.66    13.209 1
   5989.53    13.211 1
   5994.41    13.217 1
   5999.28    13.210 1
   6004.16    13.214 1
   6009.04    13.215 1
   6013.91    13.219 1
   6018.79    13.221 1
   6023.67    13.217 1
   6028.54    13.219 1
   6033.42    13.226 1
   6038.29    13.227 1
   6043.17    13.224 1
   6048.05    13.226 1
   6052.92    13.227 1
   6057.80    13.231 1
   6062.68    13.228 1
   6067.55    13.233 1
   6072.43    13.235 1
   6077.31    13.237 1
   6082.18    13.237 1
   6087.06    13.239 1
   6091.94    13.242 1
   6096.81    13.246 1
   6101.69    13.246 1
   6106.57    13.245 1
   6111.45    13.245 1
   6116.32    13.250 1
   6121.20    13.251 1
   6126.08    13.252 1
   6130.96    13.252 1
   6135.83    13.251 1
   6140.71    13.255 1
   6145.59    13.255 1
   6150.46    13.258 1
   6155.34    13.260 1
   6160.22    13.261 1
   6165.10    13.261 1
   6169.97    13.266 1
   6174.85    13.270 1
   6179.73    13.272 1
   6184.61    13.275 1
   6189.48    13.273 1
   6194.36    13.273 1
   6199.24    13.273 1
   6204.12    13.274 1
   6209.00    13.280 1
   6213.87    13.279 1
   6218.75    13.282 1
   6223.63    13.282 1
   6228.51    13.281 1
   6233.38    13.284 1
   6238.26    13.287 1
   6243.14    13.287 1
   6248.02    13.290 1
   6252.90    13.293 1
   6257.77    13.293 1
   6262.65    13.295 1
   6267.53    13.298 1
   6272.41    13.302 1
   6277.29    13.297 1
   6282.17    13.294 1
   6287.05    13.299 1
   6291.92    13.304 1
   6296.80    13.305 1
   6301.68    13.302 1
   6306.56    13.300 1
   6311.44    13.303 1
   6316.32    13.314 1
   6321.20    13.319 1
   6326.08    13.329 1
   6330.95    13.334 1
   6335.83    13.333 1
   6340.71    13.333 1
   6345.59    13.331 1
   6350.47    13.331 1
   6355.35    13.327 1
   6360.23    13.330 1
   6365.10    13.328 1
   6369.98    13.329 1
   6374.86    13.332 1
   6379.74    13.333 1
   6384.62    13.337 1
   6389.50    13.340 1
   6394.38    13.341 1
   6399.26    13.340 1
   6404.14    13.341 1
   6409.02    13.346 1
   6413.90    13.348 1
   6418.78    13.349 1
   6423.66    13.349 1
   6428.54    13.350 1
   6433.42    13.353 1
   6438.29    13.359 1
   6443.17    13.359 1
   6448.05    13.357 1
   6452.93    13.357 1
   6457.81    13.362 1
   6462.69    13.364 1
   6467.57    13.371 1
   6472.45    13.374 1
   6477.33    13.373 1
   6482.21    13.378 1
   6487.09    13.385 1
   6491.97    13.387 1
   6496.85    13.383 1
   6501.73    13.391 1
   6506.61    13.398 1
   6511.49    13.406 1
   6516.37    13.418 1
   6521.25    13.430 1
   6526.13    13.441 1
   6531.01    13.458 1
   6535.89    13.474 1
   6540.77    13.491 1
   6545.65    13.523 1
   6550.53    13.557 1
   6555.41    13.600 1
   6560.29    13.642 1
   6565.17    13.664 1
   6570.05    13.635 1
   6574.94    13.600 1
   6579.81    13.561 1
   6584.69    13.529 1
   6589.58    13.509 1
   6594.46    13.485 1
   6599.34    13.465 1
   6604.22    13.456 1
   6609.10    13.447 1
   6613.98    13.446 1
   6618.86    13.437 1
   6623.74    13.432 1
   6628.62    13.433 1
   6633.50    13.432 1
   6638.38    13.430 1
   6643.26    13.430 1
   6648.14    13.431 1
   6653.02    13.430 1
   6657.91    13.429 1
   6662.79    13.428 1
   6667.67    13.428 1
   6672.55    13.425 1
   6677.43    13.429 1
   6682.31    13.428 1
   6687.19    13.430 1
   6692.07    13.430 1
   6696.95    13.430 1
   6701.83    13.433 1
   6706.72    13.433 1
   6711.60    13.435 1
   6716.48    13.436 1
   6721.36    13.433 1
   6726.24    13.436 1
   6731.12    13.441 1
   6736.00    13.441 1
   6740.89    13.445 1
   6745.77    13.444 1
   6750.65    13.440 1
   6755.53    13.443 1
   6760.41    13.448 1
   6765.29    13.450 1
   6770.17    13.449 1
   6775.06    13.450 1
   6779.94    13.451 1
   6784.82    13.454 1
   6789.70    13.452 1
   6794.58    13.456 1
   6799.46    13.462 1
   6804.35    13.463 1
   6809.23    13.459 1
   6814.11    13.459 1
   6818.99    13.463 1
   6823.87    13.464 1
   6828.75    13.466 1
   6833.64    13.466 1
   6838.52    13.470 1
   6843.40    13.469 1
   6848.28    13.473 1
   6853.16    13.472 1
   6858.05    13.474 1
   6862.93    13.480 1
   6867.81    13.482 1
   6872.69    13.481 1
   6877.57    13.480 1
   6882.46    13.481 1
   6887.34    13.479 1
   6892.22    13.482 1
   6897.10    13.481 1
   6901.98    13.483 1
   6906.87    13.486 1
   6911.75    13.486 1
   6916.63    13.489 1
   6921.51    13.489 1
   6926.40    13.491 1
   6931.28    13.493 1
   6936.16    13.494 1
   6941.04    13.493 1
   6945.92    13.497 1
   6950.81    13.502 1
   6955.69    13.501 1
   6960.57    13.503 1
   6965.46    13.503 1
   6970.34    13.502 1
   6975.22    13.498 1
   6980.10    13.502 1
   6984.98    13.504 1
   6989.87    13.507 1
   6994.75    13.510 1
   6999.63    13.512 1
   7004.52    13.512 1
   7009.40    13.519 1
   7014.28    13.522 1
   7019.16    13.522 1
   7024.04    13.522 1
   7028.93    13.523 1
   7033.81    13.522 1
   7038.69    13.524 1
   7043.58    13.523 1
   7048.46    13.522 1
   7053.34    13.522 1
   7058.23    13.529 1
   7063.11    13.527 1
   7067.99    13.530 1
   7072.87    13.530 1
   7077.76    13.532 1
   7082.64    13.537 1
   7087.52    13.538 1
   7092.40    13.539 1
   7097.29    13.540 1
   7102.17    13.542 1
   7107.05    13.537 1
   7111.94    13.543 1
   7116.82    13.542 1
   7121.70    13.545 1
   7126.59    13.547 1
   7131.47    13.550 1
   7136.35    13.549 1
   7141.23    13.552 1
   7146.12    13.551 1
   7151.00    13.551 1
   7155.88    13.553 1
   7160.77    13.554 1
   7165.65    13.556 1
   7170.54    13.555 1
   7175.42    13.561 1
   7180.30    13.561 1
   7185.19    13.565 1
   7190.07    13.564 1
   7194.95    13.564 1
   7199.83    13.569 1
   7204.72    13.571 1
   7209.60    13.569 1
   7214.48    13.570 1
   7219.37    13.568 1
   7224.25    13.572 1
   7229.13    13.579 1
   7234.02    13.578 1
   7238.90    13.578 1
   7243.79    13.578 1
   7248.67    13.572 1
   7253.55    13.580 1
   7258.44    13.589 1
   7263.32    13.587 1
   7268.20    13.583 1
   7273.09    13.588 1
   7277.97    13.588 1
   7282.85    13.586 1
   7287.74    13.591 1
   7292.62    13.594 1
   7297.50    13.598 1
   7302.39    13.594 1
   7307.27    13.597 1
   7312.15    13.600 1
   7317.04    13.600 1
   7321.92    13.602 1
   7326.81    13.599 1
   7331.69    13.601 1
   7336.57    13.602 1
   7341.46    13.607 1
   7346.34    13.608 1
   7351.22    13.605 1
   7356.11    13.610 1
   7360.99    13.610 1
   7365.88    13.613 1
   7370.76    13.613 1
   7375.64    13.611 1
   7380.53    13.611 1
   7385.41    13.615 1
   7390.29    13.615 1
   7395.18    13.619 1
   7400.06    13.626 1
   7404.95    13.624 1
   7409.83    13.623 1
   7414.71    13.628 1
   7419.60    13.629 1
   7424.48    13.629 1
   7429.37    13.627 1
   7434.25    13.628 1
   7439.13    13.630 1
   7444.02    13.634 1
   7448.90    13.638 1
   7453.79    13.637 1
   7458.67    13.635 1
   7463.55    13.636 1
   7468.44    13.630 1
   7473.32    13.637 1
   7478.21    13.644 1
   7483.09    13.645 1
   7487.97    13.646 1
   7492.86    13.650 1
   7497.74    13.654 1
   7502.62    13.653 1
   7507.51    13.652 1
   7512.39    13.649 1
   7517.28    13.648 1
   7522.16    13.650 1
   7527.04    13.655 1
   7531.93    13.659 1
   7536.81    13.662 1
   7541.70    13.660 1
   7546.58    13.657 1
   7551.47    13.658 1
   7556.35    13.662 1
   7561.23    13.664 1
   7566.12    13.662 1
   7571.00    13.669 1
   7575.89    13.670 1
   7580.77    13.670 1
   7585.65    13.671 1
   7590.54    13.674 1
   7595.42    13.674 1
   7600.31    13.675 1
   7605.19    13.675 1
   7610.08    13.674 1
   7614.96    13.679 1
   7619.85    13.683 1
   7624.73    13.682 1
   7629.61    13.681 1
   7634.50    13.686 1
   7639.38    13.689 1
   7644.27    13.692 1
   7649.15    13.681 1
   7654.03    13.682 1
   7658.92    13.688 1
   7663.80    13.691 1
   7668.69    13.694 1
   7673.57    13.694 1
   7678.46    13.691 1
   7683.34    13.692 1
   7688.22    13.693 1
   7693.11    13.699 1
   7697.99    13.698 1
   7702.88    13.700 1
   7707.76    13.704 1
   7712.65    13.702 1
   7717.53    13.702 1
   7722.42    13.704 1
   7727.30    13.706 1
   7732.18    13.703 1
   7737.07    13.707 1
   7741.95    13.712 1
   7746.84    13.711 1
   7751.72    13.713 1
   7756.60    13.715 1
   7761.49    13.713 1
   7766.37    13.718 1
   7771.26    13.712 1
   7776.14    13.716 1
   7781.03    13.718 1
   7785.91    13.717 1
   7790.79    13.725 1
   7795.68    13.724 1
   7800.56    13.723 1
   7805.45    13.727 1
   7810.33    13.724 1
   7815.22    13.728 1
   7820.10    13.728 1
   7824.98    13.734 1
   7829.87    13.729 1
   7834.75    13.731 1
   7839.64    13.732 1
   7844.52    13.734 1
   7849.41    13.740 1
   7854.29    13.739 1
   7859.18    13.742 1
   7864.06    13.739 1
   7868.94    13.743 1
   7873.83    13.740 1
   7878.71    13.741 1
   7883.60    13.751 1
   7888.48    13.753 1
   7893.37    13.743 1
   7898.25    13.746 1
   7903.13    13.748 1
   7908.02    13.754 1
   7912.90    13.754 1
   7917.79    13.759 1
   7922.67    13.759 1
   7927.56    13.762 1
   7932.44    13.764 1
   7937.33    13.764 1
   7942.21    13.758 1
   7947.09    13.760 1
   7951.98    13.767 1
   7956.86    13.765 1
   7961.75    13.761 1
   7966.63    13.768 1
   7971.52    13.774 1
   7976.40    13.774 1
   7981.29    13.767 1
   7986.17    13.766 1
   7991.05    13.774 1
   7995.94    13.785 1
   8000.82    13.783 1
   8005.71    13.783 1
   8010.59    13.777 1
   8015.48    13.776 1
   8020.36    13.773 1
   8025.24    13.777 1
   8030.13    13.775 1
   8035.01    13.785 1
   8039.90    13.785 1
   8044.78    13.789 1
   8049.67    13.795 1
   8054.55    13.795 1
   8059.43    13.794 1
   8064.32    13.792 1
   8069.20    13.791 1
   8074.09    13.793 1
   8078.97    13.798 1
   8083.85    13.803 1
   8088.74    13.800 1
   8093.62    13.797 1
   8098.51    13.800 1
   8103.39    13.803 1
   8108.27    13.806 1
   8113.16    13.806 1
   8118.04    13.807 1
   8122.93    13.810 1
   8127.81    13.811 1
   8132.70    13.812 1
   8137.58    13.810 1
   8142.46    13.813 1
   8147.35    13.812 1
   8152.23    13.812 1
   8157.12    13.809 1
   8162.00    13.810 1
   8166.88    13.810 1
   8171.77    13.813 1
   8176.65    13.819 1
   8181.54    13.828 1
   8186.42    13.828 1
   8191.31    13.827 1
   8196.19    13.829 1
   8201.07    13.828 1
   8205.96    13.828 1
   8210.84    13.826 1
   8215.73    13.825 1
   8220.61    13.829 1
   8225.49    13.832 1
   8230.38    13.840 1
   8235.26    13.843 1
   8240.15    13.839 1
   8245.03    13.836 1
   8249.91    13.839 1
   8254.80    13.837 1
   8259.68    13.841 1
   8264.57    13.843 1
   8269.45    13.846 1
   8274.33    13.845 1
   8279.22    13.842 1
   8284.10    13.845 1
   8288.99    13.848 1
   8293.87    13.850 1
   8298.75    13.855 1
   8303.64    13.860 1
   8308.52    13.857 1
   8313.41    13.854 1
   8318.29    13.853 1
   8323.17    13.849 1
   8328.06    13.856 1
   8332.94    13.855 1
   8337.82    13.857 1
   8342.71    13.865 1
   8347.59    13.862 1
   8352.48    13.873 1
   8357.36    13.873 1
   8362.24    13.864 1
   8367.13    13.863 1
   8372.01    13.865 1
   8376.89    13.867 1
   8381.78    13.869 1
   8386.66    13.868 1
   8391.55    13.872 1
   8396.43    13.880 1
   8401.31    13.884 1
   8406.20    13.886 1
   8411.08    13.879 1
   8415.96    13.886 1
   8420.85    13.880 1
   8425.73    13.883 1
   8430.61    13.891 1
   8435.50    13.881 1
   8440.38    13.884 1
   8445.26    13.890 1
   8450.15    13.909 1
   8455.03    13.902 1
   8459.92    13.897 1
   8464.80    13.887 1
   8469.68    13.883 1
   8474.57    13.887 1
   8479.45    13.891 1
   8484.33    13.893 1
   8489.22    13.895 1
   8494.10    13.887 1
   8498.98    13.896 1
   8503.87    13.903 1
   8508.75    13.907 1
   8513.63    13.908 1
   8518.52    13.908 1
   8523.40    13.913 1
   8528.28    13.908 1
   8533.17    13.910 1
   8538.05    13.910 1
   8542.93    13.914 1
   8547.82    13.910 1
   8552.70    13.915 1
   8557.58    13.917 1
   8562.47    13.913 1
   8567.35    13.907 1
   8572.23    13.909 1
   8577.11    13.911 1
   8582.00    13.917 1
   8586.88    13.919 1
   8591.76    13.934 1
   8596.65    13.945 1
   8601.53    13.938 1
   8606.41    13.931 1
   8611.30    13.928 1
   8616.18    13.934 1
   8621.06    13.923 1
   8625.95    13.928 1
   8630.83    13.926 1
   8635.71    13.931 1
   8640.59    13.932 1
   8645.48    13.934 1
   8650.36    13.944 1
   8655.24    13.947 1
   8660.12    13.945 1
   8665.01    13.953 1
   8669.89    13.946 1
   8674.77    13.940 1
   8679.66    13.943 1
   8684.54    13.939 1
   8689.42    13.947 1
   8694.30    13.942 1
   8699.19    13.942 1
   8704.07    13.940 1
   8708.95    13.941 1
   8713.83    13.951 1
   8718.72    13.949 1
   8723.60    13.949 1
   8728.48    13.957 1
   8733.37    13.957 1
   8738.25    13.950 1
   8743.13    13.957 1
   8748.01    13.954 1
   8752.89    13.951 1
   8757.78    13.953 1
   8762.66    13.956 1
   8767.54    13.957 1
   8772.42    13.959 1
   8777.31    13.964 1
   8782.19    13.967 1
   8787.07    13.974 1
   8791.95    13.971 1
